21,0,0.0000000000
41,0,0.0000000000
61,0,0.0000000000
81,0,0.0000000000
101,0,0.0000000000
121,0,0.0000000000
141,0,0.0000000000
161,0,0.0000000000
181,0,0.0000000000
201,0,0.0000000000
221,0,0.0000000000
241,0,0.0000000000
261,0,0.0000000000
281,0,0.0000000000
301,0,0.0000000000
321,0,0.0000000000
342,0,0.0000000000
361,0,0.0000000000
381,0,0.0000000000
401,0,0.0000000000
421,0,0.0000000000
441,0,0.0000000000
461,0,0.0000000000
481,0,0.0000000000
501,0,0.0000000000
521,0,0.0000000000
541,0,0.0000000000
561,0,0.0000000000
581,0,0.0000000000
601,0,0.0000000000
621,0,0.0000000000
641,0,0.0000000000
661,0,0.0000000000
681,0,0.0000000000
701,0,0.0000000000
721,0,0.0000000000
741,0,0.0000000000
761,0,0.0000000000
781,0,0.0000000000
801,0,0.0000000000
821,0,0.0000000000
841,0,0.0000000000
861,0,0.0000000000
881,0,0.0000000000
901,0,0.0000000000
921,0,0.0000000000
941,0,0.0000000000
961,0,0.0000000000
982,0,0.0000000000
1001,0,0.0000000000
1021,255,687.5000000000
1041,255,1750.0000000000
1061,255,2562.5000000000
1081,255,2937.5000000000
1101,255,3312.5000000000
1121,255,3250.0000000000
1141,255,3562.5000000000
1161,255,3375.0000000000
1181,255,3562.5000000000
1201,255,3375.0000000000
1221,255,3625.0000000000
1241,255,3375.0000000000
1261,255,3625.0000000000
1281,255,3375.0000000000
1301,255,3625.0000000000
1321,255,3562.5000000000
1341,255,3437.5000000000
1361,255,3562.5000000000
1381,255,3437.5000000000
1401,255,3625.0000000000
1421,255,3375.0000000000
1441,255,3625.0000000000
1461,255,3375.0000000000
1481,255,3625.0000000000
1501,255,3375.0000000000
1521,255,3625.0000000000
1541,255,3437.5000000000
1561,255,3625.0000000000
1581,255,3375.0000000000
1601,255,3625.0000000000
1622,255,3562.5000000000
1641,255,3437.5000000000
1661,255,3625.0000000000
1681,255,3437.5000000000
1701,255,3562.5000000000
1721,255,3437.5000000000
1741,255,3562.5000000000
1761,255,3437.5000000000
1781,255,3625.0000000000
1801,255,3437.5000000000
1821,255,3562.5000000000
1841,255,3437.5000000000
1861,255,3625.0000000000
1881,255,3437.5000000000
1901,255,3562.5000000000
1921,255,3437.5000000000
1941,255,3625.0000000000
1961,255,3562.5000000000
1981,255,3437.5000000000
